Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$175,625 /yr (est.)",175625.0,Product Design Engineer,-1,-1,-1,"Skydio
4.8", CA,4.8,0,9,501 to 1000 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.7,4.5,4.7,4.6,4.1,2023-06-06 00:24:05.634911,yr
"$200,000 /yr (est.)",200000.0,"Research Scientist Model Engineer, Autonomous Startup",0,2,-1,"Recruiting From Scratch
3.9", MI,3.9,0,4,1 to 50 Employees,2019,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$1 to $5 million (USD),4.0,3.9,3.6,3.5,3.9,2023-06-06 00:24:07.999570,yr
"$130,982 /yr (est.)",130982.0,Machine Learning Engineer - Simulation,0,2,-1,"DiDi Labs
3.9", CA,3.9,0,6,201 to 500 Employees,2017,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.9,3.5,3.7,3.4,3.8,2023-06-06 00:24:12.517928,yr
"$135,522 /yr (est.)",135522.0,Software Engineer - Simulation,-1,-1,-1,"DiDi Labs
3.9", CA,3.9,0,6,201 to 500 Employees,2017,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.9,3.5,3.7,3.4,3.8,2023-06-06 00:24:14.306626,yr
"$115,499 /yr (est.)",115499.0,Microcontroller Software/Applications Engineer,0,1,0,"Analog Devices
4.1", TX,4.1,0,58,10000+ Employees,1965,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.7,4.0,3.6,3.9,2023-06-06 00:24:23.430297,yr
$66.50 /hr (est.),138320.0,Embedded Software Engineer,7,1,-1,"Denken Solutions Inc
4.1", CA,4.1,0,13,501 to 1000 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4.3,4.1,4.2,4.1,4.3,2023-06-06 00:24:25.509985,hr
$34.00 /hr (est.),70720.0,Co-Op Computer Vision - Deep Learning (Fall 2023),2,1,-1,"Torc Robotics
4.4", TX,4.4,0,16,501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD),4.1,4.5,4.5,4.0,4.2,2023-06-06 00:24:27.462402,hr
"$86,481 /yr (est.)",86481.0,Autonomous Vehicle Software Engineer,0,1,0,"Aurora Flight Sciences
4.1", MA,4.1,0,34,501 to 1000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.1,3.9,4.0,3.8,4.3,2023-06-06 00:24:29.692842,yr
"$101,500 /yr (est.)",101500.0,Software Engineer,5,1,1,"Autonodyne LLC
3.9", MA,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.3,3.2,3.6,3.3,3.6,2023-06-06 00:24:31.792535,yr
"$207,500 /yr (est.)",207500.0,"Systems Validation Engineer, Vehicle and HIL",-1,-1,-1,"Zoox
4.2", CA,4.2,0,9,1001 to 5000 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.9,4.0,3.5,3.5,2023-06-06 00:24:34.480837,yr
"$105,000 /yr (est.)",105000.0,Autonomous Systems Software Engineer,0,1,1,Maritime Applied Physics Corporation, MD,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 00:24:35.956680,yr
"$89,909 /yr (est.)",89909.0,Robotics Software Engineer,2,1,1,"University of Maryland
4.2", MD,4.2,0,167,10000+ Employees,1856,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.9,3.6,4.1,3.8,3.9,2023-06-06 00:24:40.603164,yr
"$232,500 /yr (est.)",232500.0,Software Engineer - Mapping and Localization,0,1,1,"Applied Intuition
3.8", CA,3.8,0,6,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.4,3.9,4.2,4.1,3.0,2023-06-06 00:24:42.264187,yr
"$88,930 /yr (est.)",88930.0,"Engineer, Process Sustaining Engineering",2,1,0,"Analog Devices
4.1", WA,4.1,0,58,10000+ Employees,1965,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.9,3.7,4.0,3.6,3.9,2023-06-06 00:24:43.956510,yr
$67.50 /hr (est.),140400.0,"Staff Software Engineer-Contract-Onsite- Foster City, Ca",-1,-1,-1,-1, CA,4.0,0,-1,-1,-1,-1,-1,-1,-1,3.0,4.0,5.0,4.0,5.0,2023-06-06 00:24:48.160086,hr
$53.00 /hr (est.),110240.0,Engineer 2,1,1,-1,"Mercedes-Benz Research and Development North America
3.6", CA,3.6,0,29,501 to 1000 Employees,1994,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,3.2,3.4,3.7,3.0,4.0,2023-06-06 00:24:54.420248,hr
