Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$133,000 /yr (est.)",133000.0,Data Scientist,0,1,1,Verizon, NY,3.9,0,23,10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),3.7,4.1,3.8,3.4,3.5,2023-06-03 23:37:07.738431,yr
"$233,000 /yr (est.)",233000.0,Principal Applied Scientist,5,1,1,Zillow,Remote,3.9,1,18,5001 to 10000 Employees,2005,Company - Public,Real Estate,Real Estate,$1 to $5 billion (USD),3.6,4.0,4.1,3.3,4.2,2023-06-03 23:37:10.759583,yr
"$175,000 /yr (est.)",175000.0,Machine Learning Engineer (Remote),-1,-1,-1,Curai, CA,4.5,0,6,51 to 200 Employees,2017,Company - Private,Hospitals & Health Clinics,Healthcare,Unknown / Non-Applicable,4.2,4.2,4.5,4.1,4.2,2023-06-03 23:37:14.005050,yr
"$112,643 /yr (est.)",112643.0,Data Engineer II - Artificial Intelligence & Human Health Research,0,1,1,Mount Sinai, NY,3.5,0,10,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.4,3.4,3.2,2.9,3.2,2023-06-03 23:37:16.163009,yr
"$89,056 /yr (est.)",89056.0,AI / ML Software Developer,0,1,0,Paradyme Management, DC,3.4,0,20,51 to 200 Employees,2003,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.1,3.5,3.4,3.2,3.8,2023-06-03 23:37:19.379715,yr
"$142,000 /yr (est.)",142000.0,"Developer Technology Engineer, AI - New College Grad 2023",0,1,-1,Oski Technology, CA,4.6,0,30,10000+ Employees,1993,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),4.4,4.5,4.6,4.4,4.2,2023-06-03 23:37:22.554377,yr
"$172,500 /yr (est.)",172500.0,Machine Learning Engineer,2,1,-1,QuinStreet, CA,4.1,0,24,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-06-03 23:37:25.698455,yr
"$114,588 /yr (est.)",114588.0,Data Science Analyst - Platform - Remote,0,1,1,Mayo Clinic, MN,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.8,3.9,3.3,3.5,2023-06-03 23:37:36.267916,yr
"$167,870 /yr (est.)",167870.0,Staff Software Engineer - Applied Machine Learning,10,1,-1,Discord, CA,3.5,0,8,501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),3.5,4.1,3.5,3.1,3.4,2023-06-03 23:37:40.305037,yr
"$164,000 /yr (est.)",164000.0,"Artificial Intelligence Research Scientist - Reinforcement Learning, Sr Assoc",3,1,-1,"JPMorgan Chase Bank, N.A.", NY,3.8,0,224,10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),3.6,3.7,3.7,3.4,3.5,2023-06-03 23:37:43.488137,yr
"$122,653 /yr (est.)",122653.0,Sr. Scientist Cheminformatics/Artificial Intelligence/Machine Learning,7,1,1,Bristol Myers Squibb, MA,3.9,0,165,10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.6,3.9,3.8,3.4,3.8,2023-06-03 23:37:56.110817,yr
$17.50 /hr (est.),36400.0,AI Training for Urdu,0,2,-1,Scaleapi,Remote,3.6,1,7,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.8,3.5,3.6,3.4,3.3,2023-06-03 23:38:03.405184,hr
"$181,000 /yr (est.)",181000.0,"Research Scientist, Natural Language Processing",0,1,0,Snapchat, CA,3.9,0,12,5001 to 10000 Employees,2011,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.6,4.3,4.0,3.1,3.7,2023-06-03 23:38:10.575787,yr
