Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$77,500 /yr (est.)",77500.0,IT Support Specialist,5,1,0,Xsolla, CA,3.8,0,18,501 to 1000 Employees,2005,Company - Private,Financial Transaction Processing,Financial Services,$100 to $500 million (USD),4.0,3.6,3.5,3.3,3.2,2023-06-03 19:59:04.965613,yr
"$55,185 /yr (est.)",55185.0,Content Production Specialist,4,1,1,AppLovin, NV,3.7,0,11,1001 to 5000 Employees,2012,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,4.0,3.5,3.5,3.2,2023-06-03 19:59:09.400414,yr
"$124,695 /yr (est.)",124695.0,Senior Product Manager - Overwatch 2 (Reward System),5,1,1,Blizzard Entertainment, CA,3.6,0,32,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,2.9,3.8,2023-06-03 19:59:16.480775,yr
"$173,000 /yr (est.)",173000.0,Digital Media Senior Director (eRetail/Retail Media Network),10,2,1,Merkle, GA,3.7,0,52,5001 to 10000 Employees,1971,Company - Private,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),3.6,3.2,3.8,3.4,3.8,2023-06-03 19:59:18.580404,yr
"$125,088 /yr (est.)",125088.0,Senior Product Manager,4,1,1,ZeniMax Media Inc., TX,3.7,0,24,201 to 500 Employees,1999,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.4,3.7,3.2,3.9,2023-06-03 19:59:20.925771,yr
"$138,330 /yr (est.)",138330.0,Senior Product Manager,4,1,1,ZeniMax Online Studios, TX,4.4,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.9,4.6,4.0,4.3,2023-06-03 19:59:22.696665,yr
