Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$89,600 /yr (est.)",89600.0,"VFX Artist , Amazon Games",5,1,-1,Amazon.com Services LLC, CA,3.8,0,29,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,2023-06-03 21:12:09.579035,yr
"$54,786 /yr (est.)",54786.0,Technical PD 3D Artist,3,1,1,Yorktown Systems Group, VA,4.2,0,-1,-1,-1,-1,-1,-1,-1,3.3,4.2,4.2,4.0,3.8,2023-06-03 21:12:12.486014,yr
"$54,985 /yr (est.)",54985.0,Lead Character Artist Job,0,1,1,The Game Group, OR,4.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,4.0,4.0,4.0,4.0,2023-06-03 21:12:15.961848,yr
"$44,629 /yr (est.)",44629.0,Associate Designer - Outerwear,4,2,0,Lands' End, WI,3.4,0,60,5001 to 10000 Employees,1963,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $5 billion (USD),3.0,3.1,3.3,2.8,3.3,2023-06-03 21:12:20.044988,yr
"$112,500 /yr (est.)",112500.0,Senior Technical Lighting Artist,7,1,1,2K, CA,3.8,0,18,Unknown,2005,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.6,3.7,3.8,3.4,3.5,2023-06-03 21:12:26.868367,yr
"$75,000 /yr (est.)",75000.0,Graphic Designer,4,1,1,Ease Logistics, OH,4.3,0,9,1 to 50 Employees,2014,Company - Private,Taxi & Car Services,Transportation & Logistics,$5 to $25 million (USD),4.4,4.3,4.3,4.2,3.7,2023-06-03 21:12:30.276531,yr
"$130,000 /yr (est.)",130000.0,Lead Environment Artist,5,1,1,Survios, CA,3.6,0,10,51 to 200 Employees,2013,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.5,3.6,3.7,2.6,4.2,2023-06-03 21:12:33.709946,yr
"$75,000 /yr (est.)",75000.0,Associate Designer/ Designer,5,1,-1,Ubase International, NY,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:12:36.999366,yr
"$49,307 /yr (est.)",49307.0,"Senior 3D Artist, Gov Tech",0,1,1,Unity Technologies, FL,3.7,0,18,5001 to 10000 Employees,2005,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.5,3.8,3.8,3.1,4.0,2023-06-03 21:12:42.294569,yr
$26.00 /hr (est.),54080.0,Technical 3D Artist II,3,2,-1,ONEIL, OH,3.9,0,98,201 to 500 Employees,1925,Company - Private,Construction,"Construction, Repair & Maintenance Services",$1 to $5 billion (USD),3.6,3.6,3.6,3.7,3.7,2023-06-03 21:12:45.397372,hr
"$62,600 /yr (est.)",62600.0,"Senior Character Artist - New World, New World",5,1,0,Amazon.com Services LLC, CA,3.8,0,29,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,2023-06-03 21:12:56.144050,yr
"$89,600 /yr (est.)",89600.0,"VFX Artist , Amazon Games",5,1,-1,Amazon.com Services LLC, CA,3.8,0,29,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,2023-06-03 21:13:03.482436,yr
"$54,786 /yr (est.)",54786.0,Technical PD 3D Artist,3,1,1,Yorktown Systems Group, VA,4.2,0,-1,-1,-1,-1,-1,-1,-1,3.3,4.2,4.2,4.0,3.8,2023-06-03 21:13:06.283644,yr
"$110,431 /yr (est.)",110431.0,Senior 3D Character Artist - Battle Arena,7,1,1,Zynga, TX,4.4,0,16,1001 to 5000 Employees,2007,Company - Public,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),4.3,4.1,4.6,3.9,4.3,2023-06-03 21:13:10.115418,yr
"$79,636 /yr (est.)",79636.0,VISUAL DESIGNER,0,1,-1,Pixels 360, MA,3.6,0,19,1 to 50 Employees,2004,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.3,3.3,3.0,3.6,2.9,2023-06-03 21:13:25.068849,yr
"$45,000 /yr (est.)",45000.0,Graphic Designer,2,1,1,TAMARAK CAPITAL, UT,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:13:28.171569,yr
"$75,000 /yr (est.)",75000.0,Associate Designer/ Designer,5,1,-1,Ubase International, NY,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:13:34.120287,yr
