Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$256,250 /yr (est.)",256250.0,Sr R&D Engineer,5,1,0,Lowe's, WA,3.5,0,102,1001 to 5000 Employees,1921,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),3.3,3.4,3.3,3.0,3.1,2023-06-03 23:18:14.023901,yr
"$121,016 /yr (est.)",121016.0,"VP, Product Design",10,2,1,Kin Insurance, IL,3.6,0,7,51 to 200 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,3.5,3.5,3.5,3.5,4.2,2023-06-03 23:18:16.939166,yr
"$101,980 /yr (est.)",101980.0,Sr. Business Development Manager (Mobile Games),3,1,1,TapResearch, CA,3.9,0,10,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.7,3.8,3.9,4.0,4.1,2023-06-03 23:18:19.844641,yr
"$111,798 /yr (est.)",111798.0,Senior IT Systems Engineer,0,1,1,Hudson River Trading, TX,4.1,0,21,501 to 1000 Employees,2002,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,4.1,4.6,3.9,4.2,3.6,2023-06-03 23:18:22.856268,yr
"$101,464 /yr (est.)",101464.0,Content Design Senior Manager,0,1,1,FanDuel, GA,4.0,0,14,501 to 1000 Employees,2009,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),3.8,3.8,4.0,3.7,3.8,2023-06-03 23:18:25.955613,yr
"$135,091 /yr (est.)",135091.0,Senior Product Manager (US),4,2,1,17LIVE, CA,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.5,4.0,3.6,3.0,3.7,2023-06-03 23:18:28.991606,yr
"$139,533 /yr (est.)",139533.0,Sr. Marketing Manager (Product/Growth),8,1,1,TapResearch, CA,3.9,0,10,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.7,3.8,3.9,4.0,4.1,2023-06-03 23:18:33.433681,yr
"$76,593 /yr (est.)",76593.0,Systems Administrator,4,1,-1,MIT Lincoln Laboratory, MA,4.3,0,72,1001 to 5000 Employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,4.0,4.1,3.6,4.4,2023-06-03 23:18:36.287815,yr
"$53,176 /yr (est.)",53176.0,Equipment & Operations Specialist,0,1,0,New Jersey Institute of Technology, NJ,4.2,0,142,1001 to 5000 Employees,1881,College / University,Colleges & Universities,Education,$100 to $500 million (USD),4.0,3.6,4.1,3.7,4.1,2023-06-03 23:18:39.050635,yr
"$69,594 /yr (est.)",69594.0,UX Manager (Hybrid Work Schedule),3,1,1,Parts Town, IL,3.9,0,36,501 to 1000 Employees,1987,Company - Private,Wholesale,Retail & Wholesale,$1 to $5 billion (USD),3.9,3.5,4.1,3.7,3.8,2023-06-03 23:18:42.377286,yr
"$36,353 /yr (est.)",36353.0,Camp Counselor,0,1,1,Brookhaven National Laboratory, NY,3.8,0,76,1001 to 5000 Employees,1947,Government,National Agencies,Government & Public Administration,$500 million to $1 billion (USD),3.5,3.6,3.6,3.1,3.7,2023-06-03 23:18:45.405305,yr
"$108,264 /yr (est.)",108264.0,Senior Reverse Engineer,0,1,1,Kudu Dynamics, VA,4.1,0,10,51 to 200 Employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.5,5.0,4.5,5.0,5.0,2023-06-03 23:18:58.544624,yr
$52.00 /hr (est.),108160.0,Product Designer (Mid-Level Contract-to-hire),0,1,0,Sleeper,Washington State,5.0,0,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-06-03 23:19:09.170935,hr
$37.50 /hr (est.),78000.0,Adjunct Assistant Professor of Interactive Media & Games - Development,7,1,-1,USC, CA,4.3,0,143,10000+ Employees,1880,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.9,3.8,4.0,3.9,4.1,2023-06-03 23:19:13.063592,hr
"$166,400 /yr (est.)",166400.0,Senior Product Manager- Mobile,5,1,1,Activision, CA,3.2,0,44,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),3.1,3.1,3.2,3.0,3.0,2023-06-03 23:19:16.266812,yr
"$142,057 /yr (est.)",142057.0,Senior Android Engineer,5,2,-1,UnifyID, CA,4.2,0,8,1 to 50 Employees,2015,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.0,4.0,4.5,2023-06-03 23:19:23.462253,yr
"$132,500 /yr (est.)",132500.0,Sr. Product Manager,5,1,1,MarketCast, NY,3.2,0,36,201 to 500 Employees,1987,Company - Private,Research & Development,Management & Consulting,$25 to $100 million (USD),3.0,2.9,3.3,3.0,3.0,2023-06-03 23:19:26.708489,yr
"$256,250 /yr (est.)",256250.0,Sr R&D Engineer,5,1,0,Lowe's, WA,3.5,0,102,1001 to 5000 Employees,1921,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),3.3,3.4,3.3,3.0,3.1,2023-06-03 23:19:30.217532,yr
"$121,016 /yr (est.)",121016.0,"VP, Product Design",10,2,1,Kin Insurance, IL,3.6,0,7,51 to 200 Employees,2016,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,3.5,3.5,3.5,3.5,4.2,2023-06-03 23:19:33.338924,yr
"$101,980 /yr (est.)",101980.0,Sr. Business Development Manager (Mobile Games),3,1,1,TapResearch, CA,3.9,0,10,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.7,3.8,3.9,4.0,4.1,2023-06-03 23:19:36.938489,yr
"$111,798 /yr (est.)",111798.0,Senior IT Systems Engineer,0,1,1,Hudson River Trading, TX,4.1,0,21,501 to 1000 Employees,2002,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,4.1,4.6,3.9,4.2,3.6,2023-06-03 23:19:40.319694,yr
"$101,464 /yr (est.)",101464.0,Content Design Senior Manager,0,1,1,FanDuel, GA,4.0,0,14,501 to 1000 Employees,2009,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),3.8,3.8,4.0,3.7,3.8,2023-06-03 23:19:43.271792,yr
"$135,091 /yr (est.)",135091.0,Senior Product Manager (US),4,2,1,17LIVE, CA,3.8,0,-1,-1,-1,-1,-1,-1,-1,3.5,4.0,3.6,3.0,3.7,2023-06-03 23:19:46.926439,yr
"$139,533 /yr (est.)",139533.0,Sr. Marketing Manager (Product/Growth),8,1,1,TapResearch, CA,3.9,0,10,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.7,3.8,3.9,4.0,4.1,2023-06-03 23:19:51.003110,yr
"$76,593 /yr (est.)",76593.0,Systems Administrator,4,1,-1,MIT Lincoln Laboratory, MA,4.3,0,72,1001 to 5000 Employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.8,4.0,4.1,3.6,4.4,2023-06-03 23:19:54.364584,yr
"$53,176 /yr (est.)",53176.0,Equipment & Operations Specialist,0,1,0,New Jersey Institute of Technology, NJ,4.2,0,142,1001 to 5000 Employees,1881,College / University,Colleges & Universities,Education,$100 to $500 million (USD),4.0,3.6,4.1,3.7,4.1,2023-06-03 23:19:57.600346,yr
"$69,594 /yr (est.)",69594.0,UX Manager (Hybrid Work Schedule),3,1,1,Parts Town, IL,3.9,0,36,501 to 1000 Employees,1987,Company - Private,Wholesale,Retail & Wholesale,$1 to $5 billion (USD),3.9,3.5,4.1,3.7,3.8,2023-06-03 23:20:01.337939,yr
"$36,353 /yr (est.)",36353.0,Camp Counselor,0,1,1,Brookhaven National Laboratory, NY,3.8,0,76,1001 to 5000 Employees,1947,Government,National Agencies,Government & Public Administration,$500 million to $1 billion (USD),3.5,3.6,3.6,3.1,3.7,2023-06-03 23:20:05.287958,yr
"$108,264 /yr (est.)",108264.0,Senior Reverse Engineer,0,1,1,Kudu Dynamics, VA,4.1,0,10,51 to 200 Employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,4.5,5.0,4.5,5.0,5.0,2023-06-03 23:20:18.592381,yr
