Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$118,500 /yr (est.)",118500.0,"Senior Research Associate/Associate Scientist, Discovery Biology",6,1,0,BridgeBio, CA,3.9,0,8,201 to 500 Employees,2015,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,4.0,4.3,4.0,3.6,3.7,2023-06-03 23:03:13.065475,yr
"$78,054 /yr (est.)",78054.0,Clinical Data Manager,4,1,1,"Medpace, Inc.", TX,3.3,0,31,1001 to 5000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.3,2.9,3.1,2.9,3.1,2023-06-03 23:03:15.741861,yr
"$115,879 /yr (est.)",115879.0,Lead Data Scientist,5,1,1,Bayer, MO,4.1,0,160,10000+ Employees,1863,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),3.8,4.0,4.1,3.6,4.0,2023-06-03 23:03:25.879585,yr
"$4,012 /mo (est.)",48144.0,"WILDLIFE BIOLOGIST II, III AND IV - DOWNTOWN, OAHU",2,1,0,State of Hawaii,Oahu Island,3.8,0,63,201 to 500 Employees,1960,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,2.7,3.3,3.7,3.4,3.7,2023-06-03 23:03:28.902607,mo
"$65,689 /yr (est.)",65689.0,"Senior Clinical Research Associate, Oncology - Remote",-1,-1,-1,Precision Medicine Group, SD,3.9,0,11,1001 to 5000 Employees,2012,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,3.8,3.8,3.9,3.6,3.5,2023-06-03 23:03:31.637993,yr
"$6,287 /mo (est.)",75444.0,District Wildlife Biologist (Supervising Fish and Wildlife Biologist),0,1,1,Department of Fish and Wildlife, OR,3.2,0,-1,-1,-1,-1,-1,-1,-1,2.3,3.1,3.1,2.8,3.5,2023-06-03 23:03:34.782699,mo
"$6,077 /mo (est.)",72924.0,Fishery Biologist 2 (PCN 1262),0,1,1,State of Alaska, AK,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.9,3.6,3.4,4.0,2023-06-03 23:03:38.646004,mo
"$3,875 /mo (est.)",46500.0,Wildlife Biologist 1/2 (2092),0,1,0,State of Alaska, AK,3.9,0,-1,-1,-1,-1,-1,-1,-1,3.7,3.9,3.6,3.4,4.0,2023-06-03 23:03:42.452680,mo
"$51,230 /yr (est.)",51230.0,"Data Standard Analyst, Biostatistics Team - Dallas",0,1,-1,"Medpace, Inc.", TX,3.3,0,31,1001 to 5000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.3,2.9,3.1,2.9,3.1,2023-06-03 23:03:46.364865,yr
"$58,638 /yr (est.)",58638.0,Clinical Research Associate - Research Nurses,1,1,0,"Medpace, Inc.", OH,3.3,0,31,1001 to 5000 Employees,1992,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),3.3,2.9,3.1,2.9,3.1,2023-06-03 23:03:49.378192,yr
