Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
$57.50 /hr (est.),119600.0,Healthcare Database Developer,8,2,-1,"Tekshapers Inc
3.3",Remote,3.3,1,14,201 to 500 Employees,2009,Company - Private,Software Development,Information Technology,$5 to $25 million (USD),3.2,3.1,3.0,3.3,3.4,2023-06-03 21:44:17.436618,hr
$47.50 /hr (est.),98800.0,WordPress Developer,3,1,-1,"DSM Infocom
2.5",Remote,2.5,1,-1,-1,-1,-1,-1,-1,-1,2.7,2.1,2.6,2.4,2.5,2023-06-03 21:44:19.605495,hr
"$89,500 /yr (est.)",89500.0,Junior Software Developer,0,1,0,KesarWeb,"Baltimore, MD",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:44:30.040798,yr
"$75,000 /yr (est.)",75000.0,Junior Software Developer,0,1,-1,"Binary Logic IT LLC
1.0","Dayton, OH",1.0,0,-1,-1,-1,-1,-1,-1,-1,2.0,1.0,1.0,1.0,2.0,2023-06-03 21:44:35.184450,yr
$40.00 /hr (est.),83200.0,Database Developer (SQL and MS Dataverse),1,2,1,"Kellton
3.7","Mahwah, NJ",3.7,0,14,1001 to 5000 Employees,2009,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.8,3.3,3.6,3.5,3.5,2023-06-03 21:44:38.231902,hr
"$70,604 /yr (est.)",70604.0,Junior Web Developer,1,1,-1,Crunchapps,"New York, NY",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:44:40.455716,yr
"$91,000 /yr (est.)",91000.0,Junior Software Developer,0,1,0,"Vetro Tech Inc
3.9","San Francisco, CA",3.9,0,-1,-1,-1,-1,-1,-1,-1,3.9,3.9,3.4,3.4,3.9,2023-06-03 21:44:45.612404,yr
"$101,668 /yr (est.)",101668.0,Jr. Software Developer,0,1,0,Labor Tech Solution,"Sacramento, CA",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:44:53.107867,yr
"$70,000 /yr (est.)",70000.0,Jr Frontend Developer,0,1,-1,"QuinStreet
4.1","Austin, TX",4.1,0,24,501 to 1000 Employees,1999,Company - Public,Advertising & Public Relations,Media & Communication,$500 million to $1 billion (USD),4.0,3.8,4.0,3.7,4.1,2023-06-03 21:44:58.323530,yr
"$47,500 /yr (est.)",47500.0,Entry Level Front End Developer - 482012,0,2,-1,"I28 Technologies Corporation
4.3",Remote,4.3,1,-1,-1,-1,-1,-1,-1,-1,4.0,3.9,4.1,4.0,3.8,2023-06-03 21:45:01.070066,yr
"$47,500 /yr (est.)",47500.0,Entry Level Front End Developer - 482012,0,2,-1,"I28 Technologies Corporation
4.3",Remote,4.3,1,-1,-1,-1,-1,-1,-1,-1,4.0,3.9,4.1,4.0,3.8,2023-06-03 21:45:04.357303,yr
$34.40 /hr (est.),71552.0,Database Developer/Data Analyst,-1,-1,-1,"NTT DATA Services
3.5","Smithfield, RI",3.5,0,56,10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.2,3.2,3.2,3.1,3.5,2023-06-03 21:45:07.837646,hr
"$85,000 /yr (est.)",85000.0,Software Developer,1,1,-1,"SocialMadeSimple
3.8",Remote,3.8,1,14,1 to 50 Employees,2009,Company - Private,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),3.9,3.8,4.0,3.7,4.3,2023-06-03 21:45:10.444197,yr
$58.50 /hr (est.),121680.0,SQL Database Developer,4,1,0,"Excelraise, LLC
3.8","Columbia, SC",3.8,0,-1,-1,-1,-1,-1,-1,-1,3.8,3.3,2.7,2.7,2.7,2023-06-03 21:45:12.962541,hr
"$92,500 /yr (est.)",92500.0,Database Developer,0,1,0,"Gensco
3.6","Tacoma, WA",3.6,0,75,1001 to 5000 Employees,1948,Company - Private,Wholesale,Retail & Wholesale,$500 million to $1 billion (USD),3.4,3.4,3.4,3.2,3.2,2023-06-03 21:45:20.409798,yr
"$64,365 /yr (est.)",64365.0,Junior Software Developer,0,1,0,"Maximus
3.3",Remote,3.3,1,48,10000+ Employees,1975,Company - Public,HR Consulting,Human Resources & Staffing,$1 to $5 billion (USD),3.2,3.2,3.2,3.1,3.4,2023-06-03 21:45:23.298009,yr
"$76,800 /yr (est.)",76800.0,Developer I,0,1,-1,"Western National Group & Umialik Insurance
4.1",Remote,4.1,1,122,501 to 1000 Employees,1901,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),4.1,3.7,4.5,4.1,4.2,2023-06-03 21:45:25.865992,yr
"$96,480 /yr (est.)",96480.0,ETL developer-(REMOTE),0,1,0,"GEICO
3.0","Chevy Chase, MD",3.0,0,87,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),3.3,3.5,2.9,2.6,2.7,2023-06-03 21:45:28.885529,yr
"$79,125 /yr (est.)",79125.0,Full Stack Developer 1 (PL),0,1,1,"Knight Transportation
3.5","Phoenix, AZ",3.5,0,33,5001 to 10000 Employees,1990,Company - Public,Shipping & Trucking,Transportation & Logistics,$1 to $5 billion (USD),3.6,3.3,3.7,3.5,3.3,2023-06-03 21:45:31.397669,yr
"$117,500 /yr (est.)",117500.0,Power BI Developer,0,1,-1,"Philip J. Boren, Inc.
4.4",Remote,4.4,1,56,1 to 50 Employees,1967,Company - Private,Wholesale,Retail & Wholesale,Unknown / Non-Applicable,3.9,4.3,4.3,4.1,4.1,2023-06-03 21:45:34.102343,yr
"$84,731 /yr (est.)",84731.0,React JS Developer,10,2,-1,"Intellisofttech
3.9",Remote,3.9,1,26,51 to 200 Employees,1997,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.3,3.1,3.5,3.5,3.5,2023-06-03 21:45:36.682816,yr
"$92,012 /yr (est.)",92012.0,SQL Developer,6,2,-1,"AGM Tech Solutions, LLC
4.9","Utica, NY",4.9,0,5,51 to 200 Employees,2018,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),4.9,4.7,5.0,4.9,5.0,2023-06-03 21:45:39.223588,yr
$81.50 /hr (est.),169520.0,Database Developer(SQL),0,1,-1,"ASA
3.6","Seattle, WA",3.6,0,24,51 to 200 Employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),3.6,3.4,3.5,3.6,3.5,2023-06-03 21:45:41.850298,hr
$75.00 /hr (est.),156000.0,Web Developer,7,2,-1,"Landscape Communications, Inc.","Tustin, CA",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:45:44.423938,hr
"$95,217 /yr (est.)",95217.0,ETL / SQL Developer,5,1,-1,Fults & Associates,"Plano, TX",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:45:49.650461,yr
"$203,500 /yr (est.)",203500.0,Developer Advocate - React,0,1,1,"Meta
3.9",Remote,3.9,1,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,2023-06-03 21:45:55.202363,yr
"$62,500 /yr (est.)",62500.0,Entry Level Software Developer,0,1,-1,"Property Matrix
4.3","Culver City, CA",4.3,0,15,1 to 50 Employees,2008,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.0,4.2,4.2,4.4,2023-06-03 21:45:57.805628,yr
"$75,000 /yr (est.)",75000.0,SQL Database Developer,4,1,-1,"John Burns Real Estate Consulting, LLC
4.5",Remote,4.5,1,22,51 to 200 Employees,2001,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.8,4.8,4.6,4.5,4.5,2023-06-03 21:46:00.619100,yr
$47.66 /hr (est.),99132.8,Junior Java Developer,1,1,-1,Software Concept LLC,"Sturgis, MI",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:46:03.427450,hr
"$62,500 /yr (est.)",62500.0,Entry Level Software Developer,1,2,0,Cives Corporation,"Alpharetta, GA",-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-03 21:46:20.149696,yr
$40.00 /hr (est.),83200.0,Database Developer (SQL and MS Dataverse),1,2,1,"Kellton
3.7","Mahwah, NJ",3.7,0,14,1001 to 5000 Employees,2009,Company - Public,Information Technology Support Services,Information Technology,$100 to $500 million (USD),3.8,3.3,3.6,3.5,3.5,2023-06-03 21:46:25.370277,hr
"$62,500 /yr (est.)",62500.0,Entry Level Software Developer,0,1,-1,"Property Matrix
4.3","Culver City, CA",4.3,0,15,1 to 50 Employees,2008,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.2,4.0,4.2,4.2,4.4,2023-06-03 21:46:28.133885,yr
"$79,125 /yr (est.)",79125.0,Full Stack Developer 1 (PL),0,1,1,"Knight Transportation
3.5","Phoenix, AZ",3.5,0,33,5001 to 10000 Employees,1990,Company - Public,Shipping & Trucking,Transportation & Logistics,$1 to $5 billion (USD),3.6,3.3,3.7,3.5,3.3,2023-06-03 21:46:30.905501,yr
$34.40 /hr (est.),71552.0,Database Developer/Data Analyst,-1,-1,-1,"NTT DATA Services
3.5","Smithfield, RI",3.5,0,56,10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),3.2,3.2,3.2,3.1,3.5,2023-06-03 21:46:33.830444,hr
