Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
"$52,500 /yr (est.)",52500.0,Junior Programmer,0,1,0,Sharetec, IN,5.0,0,30,51 to 200 Employees,1993,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,4.0,5.0,5.0,5.0,2023-06-05 13:09:48.660838,yr
"$104,450 /yr (est.)",104450.0,Gameplay Programmer: Ambient Population (All Levels),2,1,0,Rockstar Games San Diego & Toronto, CA,4.3,0,25,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,2023-06-05 13:09:56.148755,yr
"$173,500 /yr (est.)",173500.0,Gameplay Programmer - Twisted Pixel Games,3,1,-1,Oculus,Remote,3.9,1,19,10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,2023-06-05 13:10:03.821369,yr
"$215,000 /yr (est.)",215000.0,"Rendering / Graphics Programmer (Unannounced AAA Game, UE5)",3,2,-1,Yotta Games, CA,2.6,0,-1,-1,-1,-1,-1,-1,-1,2.8,3.3,2.6,2.5,2.4,2023-06-05 13:10:05.628877,yr
"$51,659 /yr (est.)",51659.0,"Unity Game Programmer, TRADOC G-2",-1,-1,-1,Yorktown Systems Group, VA,4.2,0,-1,-1,-1,-1,-1,-1,-1,3.3,4.2,4.2,4.0,3.8,2023-06-05 13:10:08.490434,yr
"$97,428 /yr (est.)",97428.0,Gameplay Programmer - DUNE,-1,-1,-1,Funcom, NC,3.3,0,30,201 to 500 Employees,1993,Company - Private,Video Game Publishing,Media & Communication,$5 to $25 million (USD),3.0,3.0,3.4,2.8,3.4,2023-06-05 13:10:11.596708,yr
"$78,839 /yr (est.)",78839.0,UI Programmer,-1,-1,-1,Ember Lab, CA,3.1,0,-1,-1,-1,-1,-1,-1,-1,1.7,3.1,3.3,3.3,5.0,2023-06-05 13:10:13.521722,yr
"$81,936 /yr (est.)",81936.0,Graphics Programmer,3,1,-1,PlayStation Global, CA,3.9,0,29,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.7,2023-06-05 13:10:16.137222,yr
