Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape,Time Unit
$72.50 /hr (est.),150800.0,Azure Data Engineer,10,1,-1,Denken Solutions Inc, MO,4.1,0,13,501 to 1000 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4.3,4.1,4.2,4.1,4.3,2023-06-06 01:37:43.296520,hr
"$117,500 /yr (est.)",117500.0,Jr data engineer,3,1,-1,Kalani Consulting,Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,4.0,5.0,5.0,5.0,5.0,2023-06-06 01:37:49.513962,yr
$70.00 /hr (est.),145600.0,Data Analyst/ Data Visualization Engineer,10,2,-1,adroitts,Remote,4.5,1,-1,-1,-1,-1,-1,-1,-1,4.2,3.6,4.0,4.2,4.5,2023-06-06 01:37:52.795340,hr
"$110,351 /yr (est.)",110351.0,Data Engineer,3,1,-1,Aptos, CA,3.9,0,8,1001 to 5000 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3.7,3.8,3.7,3.6,4.0,2023-06-06 01:37:56.176773,yr
"$130,000 /yr (est.)",130000.0,Data Engineer - Health Analytics,0,1,0,JTEC Consulting, VA,5.0,0,-1,-1,-1,-1,-1,-1,-1,3.0,5.0,5.0,5.0,5.0,2023-06-06 01:37:58.712726,yr
"$122,574 /yr (est.)",122574.0,Data Engineer,0,2,1,"Juniper Solutions, Inc.", NY,1.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:38:02.027212,yr
$42.50 /hr (est.),88400.0,Network Data Engineer,7,2,0,Innova IT Services LLC, NC,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:38:05.442379,hr
"$115,597 /yr (est.)",115597.0,Data Engineer,0,2,-1,FutureSoft IT, CA,5.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:38:11.009033,yr
"$89,478 /yr (est.)",89478.0,Data Engineer,4,1,1,National Conference of Bar Examiners, WI,4.1,0,-1,-1,-1,-1,-1,-1,-1,2.9,4.3,4.3,3.7,4.6,2023-06-06 01:38:19.062679,yr
"$113,114 /yr (est.)",113114.0,Sr Data engineer,7,1,-1,MANDO TECHNOLOGIES INC,Dallas-Fort Worth,2.9,0,-1,-1,-1,-1,-1,-1,-1,1.8,2.7,1.9,2.8,2.1,2023-06-06 01:38:29.061189,yr
$63.66 /hr (est.),132412.8,Data Engineer,2,1,1,Visvak Solutions,Remote,3.8,1,-1,-1,-1,-1,-1,-1,-1,3.3,3.5,3.4,2.9,3.4,2023-06-06 01:38:32.509903,hr
"$93,067 /yr (est.)",93067.0,Data Engineer,0,1,1,American Power & Gas, FL,2.3,0,13,201 to 500 Employees,2010,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$100 to $500 million (USD),2.6,2.8,2.4,2.7,2.7,2023-06-06 01:38:36.030594,yr
"$87,121 /yr (est.)",87121.0,Data Engineer,0,2,-1,"Double Line, Inc.", TX,4.1,0,14,51 to 200 Employees,2009,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.1,4.3,4.5,4.2,4.4,2023-06-06 01:38:38.897281,yr
"$103,771 /yr (est.)",103771.0,Data Engineer,5,1,-1,Elder Research Inc, NC,4.4,0,28,51 to 200 Employees,1995,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),3.9,3.7,4.5,4.1,4.8,2023-06-06 01:38:41.480873,yr
"$79,370 /yr (est.)",79370.0,Data Engineer General,3,1,-1,Global Information Technology, MI,3.9,0,28,51 to 200 Employees,1995,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.7,3.7,3.5,3.8,3.3,2023-06-06 01:38:44.326725,yr
$57.50 /hr (est.),119600.0,AWS Data Engineer,5,1,1,Sthavirsoft Inc, NJ,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:38:46.877372,hr
$80.00 /hr (est.),166400.0,Big Data Engineer,1,1,-1,Synovize,Remote,5.0,1,-1,-1,-1,-1,-1,-1,-1,5.0,5.0,5.0,5.0,5.0,2023-06-06 01:38:52.421379,hr
"$125,000 /yr (est.)",125000.0,Data Engineer,3,1,-1,Cureatr,Remote,3.9,1,11,1 to 50 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,Less than $1 million (USD),3.8,3.9,4.0,4.0,3.9,2023-06-06 01:38:56.006146,yr
"$115,000 /yr (est.)",115000.0,Data Engineer,2,2,1,Campfire LLC,Remote,3.7,1,-1,-1,-1,-1,-1,-1,-1,2.5,2.5,3.1,3.1,3.1,2023-06-06 01:38:58.836157,yr
"$132,148 /yr (est.)",132148.0,Data Engineer,0,2,-1,FutureFit AI, CA,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.5,4.0,5.0,5.0,5.0,2023-06-06 01:39:02.581669,yr
$90.00 /hr (est.),187200.0,Data Engineer,3,2,-1,SecurePro, VA,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:39:06.342955,hr
"$125,000 /yr (est.)",125000.0,Data Engineer,1,2,-1,Apolis, NY,3.7,0,27,501 to 1000 Employees,1996,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.8,3.6,3.6,3.6,3.7,2023-06-06 01:39:11.837296,yr
$65.50 /hr (est.),136240.0,Data Engineer,5,2,1,Simplelogix, IL,3.7,0,-1,-1,-1,-1,-1,-1,-1,3.6,3.3,3.7,3.7,3.8,2023-06-06 01:39:21.962838,hr
"$125,000 /yr (est.)",125000.0,Data Engineer,2,1,1,"Chief Detective, LLC",Remote,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:39:25.266533,yr
"$122,423 /yr (est.)",122423.0,Data Engineer,0,2,-1,Zllius Inc., IL,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:39:34.674181,yr
"$127,238 /yr (est.)",127238.0,Data Engineer,4,1,-1,Luminar, CA,3.8,0,11,201 to 500 Employees,2012,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,4.0,4.2,3.4,3.1,3.4,2023-06-06 01:39:43.822060,yr
$82.00 /hr (est.),170560.0,Data Engineer,6,1,0,"Stefanini, Inc", MI,3.8,0,36,10000+ Employees,1987,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.5,3.3,3.7,3.5,3.7,2023-06-06 01:39:46.754603,hr
"$135,000 /yr (est.)",135000.0,Data Engineer,5,1,1,"Pallidus, Inc",Remote,3.7,1,-1,-1,-1,-1,-1,-1,-1,3.5,2.5,2.8,3.4,3.0,2023-06-06 01:39:49.558764,yr
"$110,000 /yr (est.)",110000.0,Azure Data Engineer,2,1,-1,ArchsystemInc,Remote,4.1,1,17,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.3,4.1,4.3,4.3,4.2,2023-06-06 01:39:57.269817,yr
$67.50 /hr (est.),140400.0,Data Engineer,8,-1,-1,Integration Developer Network LLC, TX,4.9,0,12,51 to 200 Employees,2011,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.7,4.7,4.5,4.6,4.4,2023-06-06 01:40:00.052843,hr
"$108,985 /yr (est.)",108985.0,AWS Data Engineer Snowflake,0,2,-1,Kynite, OR,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:40:02.750953,yr
$75.00 /hr (est.),156000.0,Data Center Networking Engineer,5,2,-1,M247, FL,4.3,0,23,201 to 500 Employees,2000,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),4.2,4.3,4.3,4.3,4.1,2023-06-06 01:40:08.273701,hr
"$145,000 /yr (est.)",145000.0,Data Engineer,3,1,-1,Prizeout, NY,4.5,0,4,1 to 50 Employees,2019,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,4.8,4.6,5.0,4.2,4.4,2023-06-06 01:40:11.328414,yr
"$94,710 /yr (est.)",94710.0,AWS Data Engineer,-1,-1,-1,Experient Group, GA,4.8,0,22,51 to 200 Employees,2001,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.3,4.5,4.8,4.6,4.8,2023-06-06 01:40:14.161679,yr
$65.00 /hr (est.),135200.0,Senior Data Engineer,8,2,-1,Ascendion,Remote,4.4,1,1,1001 to 5000 Employees,2022,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,4.1,4.0,4.3,4.2,4.0,2023-06-06 01:40:16.912031,hr
$65.00 /hr (est.),135200.0,Big Data Engineer,4,2,-1,"IT Engagements,Inc.", TX,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:40:24.546763,hr
"$5,500 /mo (est.)",66000.0,Data Qlik Engineer,4,1,-1,Kanda Software,Remote,5.0,1,31,1 to 50 Employees,1992,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),5.0,4.6,5.0,5.0,5.0,2023-06-06 01:40:30.155136,mo
"$90,000 /yr (est.)",90000.0,Data Engineer,0,2,1,"Full Circle Financial Services, LLC", FL,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:40:32.917627,yr
"$85,000 /yr (est.)",85000.0,Data Engineer (Junior),3,1,-1,Schober Consulting LLC, MN,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:40:52.434873,yr
"$109,205 /yr (est.)",109205.0,Data Engineer,4,1,-1,OneSource Regulatory, WA,5.0,0,-1,-1,-1,-1,-1,-1,-1,4.4,5.0,5.0,5.0,5.0,2023-06-06 01:40:57.832942,yr
$43.50 /hr (est.),90480.0,Data Engineer,10,1,-1,Appsintegration INC, KY,4.5,0,-1,-1,-1,-1,-1,-1,-1,4.5,3.5,4.0,3.5,4.5,2023-06-06 01:41:01.746243,hr
$72.50 /hr (est.),150800.0,Data Engineer with Migrating,10,-1,-1,TekValue IT Solutions, TX,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-06-06 01:41:05.725510,hr
